afl-3.0,9.5
apache-2.0,9.5
artistic-2.0,2.5
bsl-1.0,5.0
bsd-2-clause,8.0
bsd-3-clause,8.5
bsd-3-clause-clear,8.5
cc,8.4
cc0-1.0,8.0
cc-by-4.0,7.5
cc-by-sa-4.0,9.7
wtfpl,10.0
ecl-2.0,5.0
epl-1.0,2.0
agpl-3.0,8.1
gpl,8.6
gpl-2.0,8.5
gpl-3.0,8.5
lgpl,9.0
lgpl-2.1,9.0
gpl-3.0,9.0
isc,8.5
lppl-1.3c,5.0
ms-pl,8.0
mit,10.0
mpl-2.0,9.5
osl-3.0,9.2
postgresql,8.5
ofl-1.1,6.5
ncsa,8.0
unlicense,10.0
zlib,9.5
